aliases,avg_confidence,confidence_values,evidence_texts,fusion_status,id,label,mention_count,name,needs_review,normalized_name,rationales,source_cases,source_entity_ids,source_span_ids,vote_summaries
['喷浆封闭未及时挂网锚喷支护'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],canonical,SafetyManagementDefect:canonical:4cb6ab412c525555ee72db46da38db23,SafetyManagementDefect,,喷浆封闭未及时挂网锚喷支护,False,喷浆封闭未及时挂网锚喷支护,['施工方未及时采取挂网锚喷支护措施，导致边坡未得到有效加固。'],['HCA-a06a163caa'],['SafetyManagementDefect:4cb6ab412c525555ee72db46da38db23'],['事故原因2'],[]
"['暴雨天气下仍安排施工作业', '暴雨天气仍安排施工作业']",0.0,[],"['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业', '在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。']",canonical,UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,UnsafeAction,2,暴雨天气下仍安排施工作业,False,暴雨天气下仍安排施工作业,"['在暴雨天气情况下，施工单位未充分评估地质灾害风险，仍安排施工作业，增加了事故发生的可能性。', '原文明确指出在暴雨天气情况下仍安排施工作业，该行为直接增加了地质灾害风险并促成事故发生。']",['HCA-a06a163caa'],"['UnsafeAction:e28bca2240971b51d2c9f720038bc295', 'UnsafeAction:dd30bec23fb081abb3f1d7e8611bd15a']",['事故原因2'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['地质灾害隐患排查不足'],,[],['施工单位及监理单位尽管开展了地质灾害隐患排查，但均未查出滑塌岩体异常情况'],canonical,SafetyManagementDefect:canonical:d4f03d87bec4651a826cf59ad9a79bdf,SafetyManagementDefect,,地质灾害隐患排查不足,False,地质灾害隐患排查不足,['施工单位及监理单位未能发现滑塌岩体异常情况，导致隐患未被及时处理。'],['HCA-a06a163caa'],['SafetyManagementDefect:d4f03d87bec4651a826cf59ad9a79bdf'],['事故原因2'],[]
['脚手架倒塌'],,[],['滑塌体下滑造成该部位脚手架倒塌'],canonical,UnsafeObjectState:canonical:0dc99a406436007607234d842a024317,UnsafeObjectState,,脚手架倒塌,False,脚手架倒塌,['滑塌体下滑导致脚手架倒塌，进一步造成人员伤亡。'],['HCA-a06a163caa'],['UnsafeObjectState:0dc99a406436007607234d842a024317'],['案例002'],[]
"['人员伤亡', '人员死亡']",0.0,[],"['本次事故造成3人死亡、3人轻伤，直接经济损失372.02万元', '经医务人员现场急救后，确认范死亡。']",canonical,Consequence:canonical:2283f6405dfb5cc0aac8bb25e4a98641,Consequence,2,人员伤亡,False,人员伤亡,"['事故造成3人死亡、3人轻伤，直接经济损失372.02万元。', '事故的直接后果是人员死亡。']","['HCA-a06a163caa', 'HCA-303170b7e6']","['Consequence:2283f6405dfb5cc0aac8bb25e4a98641', 'Consequence:21082ea840b68bd349148cf4cf64bdff']","['案例002', '案例007_事故经过']",[]
['隐患排查治理全过程管控'],,[],['每月定期排查与对应工程进展的不定期排查相结合，对排查出的地质灾害实行滚动监督检查，确保各项整改闭环'],canonical,PreventiveMeasure:canonical:c7e8dc4bdbc4419071cc1d586ca0b272,PreventiveMeasure,,隐患排查治理全过程管控,False,隐患排查治理全过程管控,['通过定期排查与不定期排查相结合，确保隐患整改闭环，减少地质灾害风险。'],['HCA-a06a163caa'],['PreventiveMeasure:c7e8dc4bdbc4419071cc1d586ca0b272'],['事故防范措施3'],[]
['边坡设计方案复核'],,[],['要求设计单位对存在地质灾害隐患的边坡原设计方案及现状边坡进行稳定复核'],canonical,PreventiveMeasure:canonical:c8b816a6f930a5ac5ffaec22d74b7b5a,PreventiveMeasure,,边坡设计方案复核,False,边坡设计方案复核,['重新论证边坡设计方案及施工方案，确保边坡稳定性。'],['HCA-a06a163caa'],['PreventiveMeasure:c8b816a6f930a5ac5ffaec22d74b7b5a'],['事故防范措施3'],[]
['施工期安全监测加强'],,[],['业主单位进一步加强边坡及洞室围岩的变形观测，对工地所有安全监测点及仪器埋设情况进行排查梳理'],canonical,PreventiveMeasure:canonical:13ad9f3015e147d45ee0e94b8cd05675,PreventiveMeasure,,施工期安全监测加强,False,施工期安全监测加强,['增加监测点及频次，及时发现边坡及岩体变形情况，预防事故发生。'],['HCA-a06a163caa'],['PreventiveMeasure:13ad9f3015e147d45ee0e94b8cd05675'],['事故防范措施3'],[]
['边坡支护不足'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],canonical,UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,UnsafeObjectState,,边坡支护不足,False,边坡支护不足,['原文明确指出边坡未及时采取挂网锚喷支护措施，导致岩体稳定性较差，直接促成滑塌事故。'],['HCA-a06a163caa'],['UnsafeObjectState:97aa46e2df9c419ee79fe29c51f3c026'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['地质灾害风险识别不足'],,[],['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],canonical,SafetyCapabilityDefect:canonical:298778513d01cfd845d4399d7c5e5051,SafetyCapabilityDefect,,地质灾害风险识别不足,False,地质灾害风险识别不足,['证据表明对地质灾害风险的估计不足，属于风险识别方法的缺失，符合安全知识不足的定义。'],['HCA-a06a163caa'],['SafetyCapabilityDefect:298778513d01cfd845d4399d7c5e5051'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['风险感知不足'],,[],['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],canonical,SafetyCapabilityDefect:canonical:01c4c8db3fbcfe929634f7135e4d9214,SafetyCapabilityDefect,,风险感知不足,False,风险感知不足,['原文明确提到对暴雨后地质灾害风险估计不足，属于风险感知不足的表现。'],['HCA-a06a163caa'],['SafetyCapabilityDefect:01c4c8db3fbcfe929634f7135e4d9214'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['不按规程作业', '未按规程作业']",0.0,[],"['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业', '缆机作业人员B在操作时，未将大钩升至足够高度就起动了滑车']",canonical,SafetyCapabilityDefect:canonical:7337871c4a9791678c753ce01b0a9cf9,SafetyCapabilityDefect,2,不按规程作业,False,不按规程作业,"['暴雨天气安排施工作业表明未遵循安全规程，属于不良安全习惯的体现。', '原文明确描述缆机作业人员未按规程操作，直接导致事故发生，属于不良安全习惯。']","['HCA-a06a163caa', 'HCA-7b1e573a10']","['SafetyCapabilityDefect:7337871c4a9791678c753ce01b0a9cf9', 'SafetyCapabilityDefect:49425989b0d7ca4d6687465076fc340d']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['挂网锚喷支护知识不足'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],canonical,SafetyCapabilityDefect:canonical:d51b14c17a3d1c64e1f8edd6fc942bc2,SafetyCapabilityDefect,,挂网锚喷支护知识不足,False,挂网锚喷支护知识不足,['未及时采取挂网锚喷支护措施可能反映施工方对边坡支护技术要求的理解不足，属于安全知识不足。'],['HCA-a06a163caa'],['SafetyCapabilityDefect:d51b14c17a3d1c64e1f8edd6fc942bc2'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['未按地质水文条件调整方案', '方案未按地质水文条件调整', '方案未按地质条件调整']",0.0,[],"['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。', '翻斗车允许爬坡能力为12°,而实际坡度为21°']",canonical,SafetyManagementDefect:canonical:acfbde1366800a57c1e480f29b7378ba,SafetyManagementDefect,3,未按地质水文条件调整方案,False,未按地质水文条件调整方案,"['原文明确提到未充分估计暴雨天气下的地质灾害风险，属于未按地质水文条件调整施工方案的缺陷。', '坡度设计未考虑翻斗车性能限制，未按地质条件调整方案，导致事故发生。']","['HCA-a06a163caa', 'HCA-1b2c08b17c']","['SafetyManagementDefect:acfbde1366800a57c1e480f29b7378ba', 'SafetyManagementDefect:a0edc7e022a24b2231ab835a4e5407e6', 'SafetyManagementDefect:d6486a26e8d8a6f77ecee96251f7ce83']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['监督检查不到位', '监督检查']",,[],['施工单位及监理单位尽管开展了地质灾害隐患排查，但均未查出滑塌岩体异常情况。'],canonical,SafetyManagementDefect:canonical:4f7b47dc7d05d352131bd7fceb74f2f1,SafetyManagementDefect,,监督检查,False,监督检查,['原文明确提到隐患排查未发现异常，表明监督检查存在不足，未能有效识别风险。'],['HCA-a06a163caa'],['SafetyManagementDefect:a4bd2179c3ed57685b415d17b58d4764'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['地质灾害风险估计不足'],,[],['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],canonical,SafetyManagementDefect:canonical:0e997fb058cb54d686b5f448e31d1e67,SafetyManagementDefect,,地质灾害风险估计不足,False,地质灾害风险估计不足,['原文明确指出在暴雨天气下未充分评估地质灾害风险并继续安排施工作业，属于安全责任落实不到位。'],['HCA-a06a163caa'],['SafetyManagementDefect:0e997fb058cb54d686b5f448e31d1e67'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['挂网锚喷支护措施未及时落实'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],canonical,SafetyManagementDefect:canonical:4b1cfb26ca38820393fd98b5ae8a79df,SafetyManagementDefect,,挂网锚喷支护措施未及时落实,False,挂网锚喷支护措施未及时落实,['原文明确指出支护措施未及时落实，属于施工方案或技术措施缺陷。'],['HCA-a06a163caa'],['SafetyManagementDefect:4b1cfb26ca38820393fd98b5ae8a79df'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['职责不清导致支护措施未及时落实'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],canonical,SafetyManagementDefect:canonical:117825deaf5f0f908806c942fab780ec,SafetyManagementDefect,,职责不清导致支护措施未及时落实,False,职责不清导致支护措施未及时落实,['施工方未及时采取必要支护措施，表明安全责任落实不到位，可能与职责不清或管理断裂有关。'],['HCA-a06a163caa'],['SafetyManagementDefect:117825deaf5f0f908806c942fab780ec'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['岩体滑塌导致人员伤亡'],,[],['上水库左坝肩趾板上部边坡两组不利结构面切割形成的楔形岩体发生滑塌，造成下部进行大坝趾板锚筋施工作业的作业人员被埋，3人死亡、3人轻伤。'],canonical,AccidentProcess:canonical:efba86732f71a259789c70c116a108ad,AccidentProcess,,岩体滑塌导致人员伤亡,False,岩体滑塌导致人员伤亡,['文本明确描述了岩体滑塌直接导致人员伤亡的事故过程。'],['HCA-a06a163caa'],['AccidentProcess:efba86732f71a259789c70c116a108ad'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['挂网锚喷支护措施'],,[],['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施。'],canonical,PreventiveMeasure:canonical:e5b4b649b03ceb81a91fa560a22e0f87,PreventiveMeasure,,挂网锚喷支护措施,False,挂网锚喷支护措施,['原文明确提到挂网锚喷支护措施未及时实施，属于可预防滑塌风险的防控措施。'],['HCA-a06a163caa'],['PreventiveMeasure:e5b4b649b03ceb81a91fa560a22e0f87'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['地下厂房主变洞塌方致人死亡事故', '地下厂房主变洞塌方致人死亡']",,[],[],canonical,AccidentCase:canonical:c064a9f1182a7b27bd492c280561adb4,AccidentCase,,地下厂房主变洞塌方致人死亡事故,False,地下厂房主变洞塌方致人死亡事故,[],['HCA-9882197094'],['AccidentCase:HCA-9882197094'],[],[]
['岩体裂隙发育、破碎'],,[],['主变洞中导洞K0+80—K0+83.7m处地质条件复杂，岩体裂隙发育、破碎'],canonical,EnvironmentCondition:canonical:115170adda99a9b0a942d9726440b3b2,EnvironmentCondition,,岩体裂隙发育、破碎,False,岩体裂隙发育、破碎,['复杂的地质条件是事故发生的直接原因之一，导致岩石冒落。'],['HCA-9882197094'],['EnvironmentCondition:115170adda99a9b0a942d9726440b3b2'],['原因1'],[]
['未进行随机支护'],,[],['作业人员A不彻底且未进行随机支护的情况下冒险作业被冒落岩石砸伤致死'],canonical,UnsafeObjectState:canonical:7b227e3d0ff64bec9f1b366857799ef2,UnsafeObjectState,,未进行随机支护,False,未进行随机支护,['未采取随机支护措施导致岩石冒落，直接促成事故发生。'],['HCA-9882197094'],['UnsafeObjectState:7b227e3d0ff64bec9f1b366857799ef2'],['原因1'],[]
['人工排险不彻底'],,[],['采取人工排险，且排险不彻底，未能及时撤离钻爆平台施工人员'],canonical,UnsafeAction:canonical:3f86e99f0343cf2242c1fab66e76f215,UnsafeAction,,人工排险不彻底,False,人工排险不彻底,['人工排险未彻底，未能及时撤离施工人员，间接导致事故发生。'],['HCA-9882197094'],['UnsafeAction:3f86e99f0343cf2242c1fab66e76f215'],['原因2'],[]
"['未制定防范拱顶冒落措施', '未制定有针对性的防范拱顶冒落措施', '未制定针对性防范拱顶冒落措施']",0.0,[],['未制定有针对性的防范拱顶冒落措施'],canonical,SafetyManagementDefect:canonical:62ad765248353f6d5f8c1b8be613d641,SafetyManagementDefect,3,未制定防范拱顶冒落措施,False,未制定防范拱顶冒落措施,"['未制定针对性措施应对拱顶冒落风险，间接导致事故发生。', '事故调查明确指出未制定针对性防范措施，属于专项施工方案或技术措施的缺陷。', '原文明确指出未制定针对性措施应对地质条件复杂的拱顶冒落风险，属于专项施工方案或技术措施缺陷。']",['HCA-9882197094'],"['SafetyManagementDefect:62ad765248353f6d5f8c1b8be613d641', 'SafetyManagementDefect:8048ab99dafcd725083681283466ead0', 'SafetyManagementDefect:55173d82ef68710329ee41af1439905d']",['原因2'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
